"Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on May 05,2020",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,356589,352340,408058,409284,3935077,3866783,3890201,3871305,226963,150616,223401,146734,8944086,8893265
DII,35,5429,23848,16412,0,2120,0,62,0,0,191,0,26003,22094
FII,118194,116270,266876,271662,1695318,1694054,1702062,1697575,29679,21233,29433,21088,3825354,3838090
Pro,141797,142576,199326,200750,3143942,2791387,3182074,2785402,166352,126838,169969,130865,6569642,6611636
TOTAL,616615,616615,898108,898108,8774337,8354344,8774337,8354344,422994,298687,422994,298687,19365085,19365085
